law_id,law_name,sectors,mapping_method,article_no,article_title,txt
ff85bcfa-b695-4831-9483-52fe9cf034f0,건설기계관리법 시행규칙,{CONSTRUCTION},auto_regex,83,안전교육등의 대상 등,"제83조(안전교육등의 대상 등) [①] ① 법 제31조에 따른 안전 및 전문성 향상을 위한 교육(이하 ""안전교육등""이라 한다)을 받아야 하는 사람은 법 제26조제1항 본문에 따라 건설기계조종사면허를 발급받은 사람으로 한다. [②] ② 교육대상자별 안전교육등의 방법 및 내용은 별표 22의2와 같다. [③] ③ 안전교육등을 받아야 하는 시기는 다음 각 호의 구"
8e995210-1d50-4289-9044-0287a6fc9dcf,건설기계관리법 시행령,{CONSTRUCTION},auto_regex,1,목적,제1조(목적) 이 영은 「건설기계관리법」에서 위임된 사항과 그 시행에 관하여 필요한 사항을 규정함을 목적으로 한다. <개정 2007.7.18>
8e995210-1d50-4289-9044-0287a6fc9dcf,건설기계관리법 시행령,{CONSTRUCTION},auto_regex,2,건설기계의 범위,"제2조(건설기계의 범위) 「건설기계관리법」(이하 ""법""이라 한다) 제2조제1항제1호에 따른 건설기계는 별표 1과 같다. 다만, 「군수품관리법」에 따른 군수품에 해당하는 것은 제외한다. <개정 1999.9.9, 2007.7.18, 2025.5.7>"
8e995210-1d50-4289-9044-0287a6fc9dcf,건설기계관리법 시행령,{CONSTRUCTION},auto_regex,3,건설기계 수급 계획 수립 등,"제3조의2(건설기계 수급 계획 수립 등) [①] ①국토교통부장관은 법 제3조의2에 따른 건설기계 수급 계획(이하 ""건설기계수급계획""이라 한다)을 법 제3조의3에 따른 건설기계수급조절위원회의 심의를 거쳐 5년 단위로 수립한다. <개정 2008.2.29, 2013.3.23> [②] ②법 제3조의2제1항제4호에서 ""그 밖에 대통령령으로 정하는 사항""이란 다음 각"
8e995210-1d50-4289-9044-0287a6fc9dcf,건설기계관리법 시행령,{CONSTRUCTION},auto_regex,3,건설기계수급조절위원회 기능 및 구성 등,"제3조의4(건설기계수급조절위원회 기능 및 구성 등) [①] ①법 제3조의3에 따른 건설기계수급조절위원회(이하 ""수급조절위원회""라 한다)는 다음 각 호의 사항을 심의한다. <개정 2008.2.29> [1.] 1. 건설기계수급계획의 수립에 관한 사항 [2.] 2. 수급조절 대상 건설기계의 선정에 관한 사항 [3.] 3. 사업용 건설기계의 등록제한 기간에 관한 "
8e995210-1d50-4289-9044-0287a6fc9dcf,건설기계관리법 시행령,{CONSTRUCTION},auto_regex,3,사업용 건설기계의 등록제한 등,"제3조의3(사업용 건설기계의 등록제한 등) [①] ①법 제3조의2제1항 각 호 외의 부분 본문에서 ""사업용 건설기계의 등록""이란 건설기계대여업자가 대여용으로 소유하고 있는 건설기계를 등록하는 것을 말한다. <개정 2013.2.20> [②] ②시ㆍ도지사는 법 제3조의2제2항에 따라 등록제한을 통보받은 경우 등록제한 기간 동안 사업용 건설기계의 등록을 금지하여"
8e995210-1d50-4289-9044-0287a6fc9dcf,건설기계관리법 시행령,{CONSTRUCTION},auto_regex,3,수급조절위원회 운영 등,"제3조의5(수급조절위원회 운영 등) [①] ①위원장은 수급조절위원회를 대표하고, 수급조절위원회의 업무를 총괄한다. [②] ②위원장이 부득이한 사유로 직무를 수행할 수 없는 때에는 위원장이 미리 지명한 위원이 그 직무를 대행한다. [③] ③위원장은 수급조절위원회의 회의를 소집하고 그 의장이 된다. [④] ④수급조절위원회의 회의는 재적위원 과반수의 출석으로 개"
8e995210-1d50-4289-9044-0287a6fc9dcf,건설기계관리법 시행령,{CONSTRUCTION},auto_regex,3,등록의 신청 등,"제3조(등록의 신청 등) [①] ①법 제3조제1항에 따라 건설기계를 등록하려는 건설기계의 소유자는 건설기계등록신청서(전자문서로 된 신청서를 포함한다)에 다음 각 호의 서류(전자문서를 포함한다)를 첨부하여 건설기계소유자의 주소지 또는 건설기계의 사용본거지를 관할하는 특별시장ㆍ광역시장ㆍ도지사 또는 특별자치도지사(이하 ""시ㆍ도지사""라 한다)에게 제출하여야 한다."
8e995210-1d50-4289-9044-0287a6fc9dcf,건설기계관리법 시행령,{CONSTRUCTION},auto_regex,3,위원의 해촉 등,"제3조의6(위원의 해촉 등) 국토교통부장관은 제3조의4제2항에 따른 수급조절위원회의 위원이 다음 각 호의 어느 하나에 해당하는 경우에는 해당 위원을 해임하거나 해촉(解囑)할 수 있다. [1.] 1. 심신장애로 인하여 직무를 수행할 수 없게 된 경우 [2.] 2. 직무와 관련된 비위사실이 있는 경우 [3.] 3. 직무태만, 품위손상이나 그 밖의 사유로 인하여"
8e995210-1d50-4289-9044-0287a6fc9dcf,건설기계관리법 시행령,{CONSTRUCTION},auto_regex,11,건설기계 형식신고의 대상,"제11조(건설기계 형식신고의 대상) 법 제18조제2항 단서에서 ""대통령령으로 정하는 건설기계""란 다음 각 호의 건설기계를 말한다. <개정 2007.7.18, 2007.11.5, 2010.5.27, 2015.1.6, 2019.3.19> [1.] 1. 불도저 [2.] 2. 굴착기(무한궤도식에 한한다) [3.] 3. 로더(무한궤도식에 한한다) [4.] 4. 지게"
7afc44f4-8e6d-4e89-9134-cd6a4045b453,건설기술 진흥법,{CONSTRUCTION},auto_regex,1,목적,제1조(목적) 이 법은 건설기술의 연구ㆍ개발을 촉진하여 건설기술 수준을 향상시키고 이를 바탕으로 관련 산업을 진흥하여 건설공사가 적정하게 시행되도록 함과 아울러 건설공사의 품질을 높이고 안전을 확보함으로써 공공복리의 증진과 국민경제의 발전에 이바지함을 목적으로 한다.
7afc44f4-8e6d-4e89-9134-cd6a4045b453,건설기술 진흥법,{CONSTRUCTION},auto_regex,1,,제1장 총칙
7afc44f4-8e6d-4e89-9134-cd6a4045b453,건설기술 진흥법,{CONSTRUCTION},auto_regex,2,정의,"제2조(정의) 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2015.5.18, 2015.7.24, 2018.8.14, 2019.4.30, 2020.2.18, 2021.3.16> [1.] 1. ""건설공사""란 「건설산업기본법」 제2조제4호에 따른 건설공사를 말한다. [2.] 2. ""건설기술""이란 다음 각 목의 사항에 관한 기술을 말한다. 다만, 「산업"
7afc44f4-8e6d-4e89-9134-cd6a4045b453,건설기술 진흥법,{CONSTRUCTION},auto_regex,3,건설기술진흥 기본계획,"제3조(건설기술진흥 기본계획) [①] ① 국토교통부장관은 건설기술의 연구ㆍ개발을 촉진하고 그 성과를 효율적으로 이용하며 관련 산업의 진흥을 도모하기 위하여 건설기술진흥 기본계획(이하 ""기본계획""이라 한다)을 5년마다 수립하여야 한다. [②] ② 기본계획에는 다음 각 호의 사항이 포함되어야 한다. <개정 2015.5.18, 2019.4.30, 2021.3.1"
7afc44f4-8e6d-4e89-9134-cd6a4045b453,건설기술 진흥법,{CONSTRUCTION},auto_regex,15,신기술 지정의 취소,제15조(신기술 지정의 취소) 국토교통부장관은 신기술이 다음 각 호의 어느 하나에 해당하면 그 지정을 취소하여야 한다. [1.] 1. 거짓이나 그 밖의 부정한 방법으로 지정받은 경우 [2.] 2. 해당 신기술의 내용에 중대한 결함이 있어 건설공사에 적용하는 것이 불가능한 경우
7afc44f4-8e6d-4e89-9134-cd6a4045b453,건설기술 진흥법,{CONSTRUCTION},auto_regex,84,벌칙 적용 시의 공무원 의제,"제84조(벌칙 적용 시의 공무원 의제) 다음 각 호의 어느 하나에 해당하는 사람은 「형법」 제129조부터 제132조까지의 규정을 적용할 때에는 공무원으로 본다. <개정 2015.5.18, 2017.11.28, 2018.8.14, 2020.6.9> [1.] 1. 중앙심의위원회, 지방심의위원회 또는 특별심의위원회의 위원 중 공무원이 아닌 위원 [2.] 2. 제"
321ee226-f797-4f93-9d91-481ad782c8b3,건설기술 진흥법 시행규칙,{CONSTRUCTION},auto_regex,1,,제1장 총칙
321ee226-f797-4f93-9d91-481ad782c8b3,건설기술 진흥법 시행규칙,{CONSTRUCTION},auto_regex,1,목적,제1조(목적) 이 규칙은 「건설기술진흥법」 및 같은 법 시행령에서 위임된 사항과 그 시행에 필요한 사항을 규정함을 목적으로 한다.
321ee226-f797-4f93-9d91-481ad782c8b3,건설기술 진흥법 시행규칙,{CONSTRUCTION},auto_regex,2,대형공사의 입찰방법 심의기준,"제2조(대형공사의 입찰방법 심의기준) 국토교통부장관은 「건설기술진흥법 시행령」(이하 ""영""이라 한다) 제6조제8호에 따른 입찰방법의 심의를 위한 기준에 관한 사항을 정하여 「건설기술 진흥법」(이하 ""법""이라 한다) 제5조에 따른 중앙건설기술심의위원회(이하 ""중앙심의위원회""라 한다)의 심의를 거친 때에는 이를 고시해야 한다. <개정 2020.5.26>"
321ee226-f797-4f93-9d91-481ad782c8b3,건설기술 진흥법 시행규칙,{CONSTRUCTION},auto_regex,3,지방건설기술심의위원회의 심의대상이 아닌 공사,"제3조(지방건설기술심의위원회의 심의대상이 아닌 공사) 영 제17조제2항제1호 각 목 외의 부분 단서에서 ""국토교통부령으로 정하는 건설공사""란 다음 각 호의 건설공사를 말한다. [1.] 1. 법 제39조제3항에 따라 설계용역에 대한 건설사업관리를 한 건설공사 [2.] 2. 「문화재보호법」 제2조제2항 및 같은 법 제32조에 따른 지정문화재 및 가지정문화재의 "
321ee226-f797-4f93-9d91-481ad782c8b3,건설기술 진흥법 시행규칙,{CONSTRUCTION},auto_regex,5,건설기술 연구ㆍ개발 사업의 협약체결 대상기관 등,"제5조(건설기술 연구ㆍ개발 사업의 협약체결 대상기관 등) 영 제23조제1항제9호에서 ""국토교통부령으로 정하는 기관ㆍ협회ㆍ학회 등""이란 다음 각 호의 기관ㆍ협회ㆍ학회 또는 조합을 말한다. <개정 2015.7.1, 2022.12.19> [1.] 1. 「공공기관의 운영에 관한 법률」 제5조에 따른 공기업ㆍ준정부기관(이하 ""공기업ㆍ준정부기관""이라 한다) 중 국토교"
321ee226-f797-4f93-9d91-481ad782c8b3,건설기술 진흥법 시행규칙,{CONSTRUCTION},auto_regex,6,건설기술개발 투자의 권고대상자,"제6조(건설기술개발 투자의 권고대상자) 영 제26조제1항에서 ""국토교통부령으로 정하는 금액 이상의 건설공사 실적 또는 건설엔지니어링 실적이 있는 자""란 다음 각 호의 자를 말한다. <개정 2021.9.17> [1.] 1. 「건설산업기본법 시행령」 별표 1에 따른 종합공사를 시공하는 업종으로 등록한 자로서 해당 공사분야에서 최근 2년간 600억원 이상의 공사"
321ee226-f797-4f93-9d91-481ad782c8b3,건설기술 진흥법 시행규칙,{CONSTRUCTION},auto_regex,32,감독 권한대행 등 건설사업관리 적용 제외 공사,"제32조(감독 권한대행 등 건설사업관리 적용 제외 공사) 영 제55조제2항제4호에서 ""국토교통부령으로 정하는 공사""란 다음 각 호의 공사를 말한다. <개정 2021.8.27> [1.] 1. 포장도 덧씌우기 공사 [2.] 2. 준설 공사 [3.] 3. 사방(砂防) 공사 또는 「농어촌정비법」에 따른 농업생산기반시설에 해당하는 도로의 공사 [4.] 4. 굴토(땅"
321ee226-f797-4f93-9d91-481ad782c8b3,건설기술 진흥법 시행규칙,{CONSTRUCTION},auto_regex,36,건설기준 설정의 절차 등,"제36조의2(건설기준 설정의 절차 등) [①] ① 영 제65조제1항 각 호의 자가 법 제44조제1항 각 호에 관한 기준(이하 ""건설기준""이라 한다)을 제정ㆍ개정 또는 폐지하려는 경우에는 다음 각 호의 사항에 대하여 법 제44조의2제2항에 따른 국가건설기준센터(이하 ""건설기준센터""라 한다)에 자문할 수 있다. [1.] 1. 건설기준의 제정ㆍ개정 또는 폐지 계"
8acf8bfa-a888-46ad-af6b-12d7d72eb163,건설기술 진흥법 시행령,{CONSTRUCTION},auto_regex,1,목적,제1조(목적) 이 영은 「건설기술 진흥법」에서 위임된 사항과 그 시행에 필요한 사항을 규정함을 목적으로 한다.
8acf8bfa-a888-46ad-af6b-12d7d72eb163,건설기술 진흥법 시행령,{CONSTRUCTION},auto_regex,1,,제1장 총칙
8acf8bfa-a888-46ad-af6b-12d7d72eb163,건설기술 진흥법 시행령,{CONSTRUCTION},auto_regex,2,건설기술의 범위,"제2조(건설기술의 범위) 「건설기술 진흥법」(이하 ""법""이라 한다) 제2조제2호바목에서 ""대통령령으로 정하는 사항""이란 다음 각 호의 사항을 말한다. [1.] 1. 건설기술에 관한 타당성의 검토 [2.] 2. 정보통신체계를 이용한 건설기술에 관한 정보의 처리 [3.] 3. 건설공사의 견적"
8acf8bfa-a888-46ad-af6b-12d7d72eb163,건설기술 진흥법 시행령,{CONSTRUCTION},auto_regex,3,발주청의 범위,"제3조(발주청의 범위) 법 제2조제6호에서 ""대통령령으로 정하는 기관""이란 다음 각 호의 기관을 말한다. <개정 2020.11.10, 2020.12.8> [1.] 1. 국가 및 지방자치단체의 출연기관 [2.] 2. 국가, 지방자치단체 또는 「공공기관의 운영에 관한 법률」 제5조에 따른 공기업ㆍ준정부기관(이하 ""공기업ㆍ준정부기관""이라 한다)이 위탁한 사업의 "
8acf8bfa-a888-46ad-af6b-12d7d72eb163,건설기술 진흥법 시행령,{CONSTRUCTION},auto_regex,23,건설기술 연구ㆍ개발 사업의 협약 체결 대상 기관 등,"제23조(건설기술 연구ㆍ개발 사업의 협약 체결 대상 기관 등) [①] ① 법 제7조제1항에서 ""대통령령으로 정하는 기관 또는 단체""란 다음 각 호의 기관 또는 단체를 말한다. <개정 2016.9.22, 2021.10.19, 2026.1.27> [1.] 1. 국립ㆍ공립 연구기관 [2.] 2. 「고등교육법」 제2조에 따른 학교 [3.] 3. 「연구산업진흥법」 "
8acf8bfa-a888-46ad-af6b-12d7d72eb163,건설기술 진흥법 시행령,{CONSTRUCTION},auto_regex,37,신기술 지정의 취소 공고,제37조(신기술 지정의 취소 공고) 국토교통부장관은 법 제15조에 따라 신기술의 지정을 취소하였을 때에는 그 사실을 관보에 고시하여야 한다.
8acf8bfa-a888-46ad-af6b-12d7d72eb163,건설기술 진흥법 시행령,{CONSTRUCTION},auto_regex,45,건설엔지니어링의 실적 관리 대상 및 실적 통보 등,"제45조(건설엔지니어링의 실적 관리 대상 및 실적 통보 등) [①] ① 법 제30조제1항제3호에서 ""대통령령으로 정하는 용역""이란 다음 각 호의 용역을 말한다. <신설 2020.5.26, 2021.9.14> [1.] 1. 「건축법 시행령」 제19조제1항제2호에 따라 건설엔지니어링사업자를 공사감리자로 지정한 건축물의 공사감리에 관한 용역 [2.] 2. 「주택"
8acf8bfa-a888-46ad-af6b-12d7d72eb163,건설기술 진흥법 시행령,{CONSTRUCTION},auto_regex,57,건설사업관리 대상 설계용역,"제57조(건설사업관리 대상 설계용역) 법 제39조제3항에서 ""대통령령으로 정하는 설계용역""이란 다음 각 호의 설계용역을 말한다. 다만, 제94조제1항제2호 및 제6호부터 제10호까지의 규정에 따른 기관 또는 「지방공기업법」에 따른 지방공사가 시행하는 설계로서 해당 기관 또는 공사의 소속 직원이 용역 감독 업무를 수행하는 설계용역과 「국가를 당사자로 하는 계"
8acf8bfa-a888-46ad-af6b-12d7d72eb163,건설기술 진흥법 시행령,{CONSTRUCTION},auto_regex,82,건설엔지니어링 평가 및 시공평가의 대상,"제82조(건설엔지니어링 평가 및 시공평가의 대상) [①] ① 법 제50조제1항에서 ""대통령령으로 정하는 규모 이상의 건설엔지니어링사업""이란 다음 각 호의 사업을 말한다. <개정 2015.7.6, 2021.9.14> [1.] 1. 계약금액이 「국가를 당사자로 하는 계약에 관한 법률」 제4조제1항에 따라 고시하는 금액 이상인 기본설계 또는 실시설계용역 사업 ["
8acf8bfa-a888-46ad-af6b-12d7d72eb163,건설기술 진흥법 시행령,{CONSTRUCTION},auto_regex,89,품질관리계획 등의 수립대상 공사,"제89조(품질관리계획 등의 수립대상 공사) [①] ① 법 제55조제1항에 따른 품질관리계획(이하 ""품질관리계획""이라 한다)을 수립해야 하는 건설공사는 다음 각 호의 건설공사로 한다. <개정 2014.11.11, 2020.5.26> [1.] 1. 감독 권한대행 등 건설사업관리 대상인 건설공사로서 총공사비(도급자가 설치하는 공사의 관급자재비를 포함하되, 토지 "
8acf8bfa-a888-46ad-af6b-12d7d72eb163,건설기술 진흥법 시행령,{CONSTRUCTION},auto_regex,96,공장인증의 대상ㆍ기준 및 절차,"제96조(공장인증의 대상ㆍ기준 및 절차) [①] ① 법 제58조제1항에 따른 철강구조물의 제작공장(이하 ""철강구조물공장""이라 한다)의 등급별 인증(이하 ""공장인증""이라 한다)은 건설공사현장에 철강구조물을 제작ㆍ납품하는 공장을 대상으로 한다. [②] ② 공장인증을 받으려는 자는 국토교통부령으로 정하는 바에 따라 다음 각 호의 분야별로 공장인증신청서를 국토교통"
